"","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12"
"OTU163",74,161,57,58,34,37,5,4,9,30,93,43,34,12,1,66,27,22,10,8,17,45,46,10,6,5,25,5,4,2,43,16,6,3,1,1
"OTU162",38,88,49,19,26,22,129,96,66,89,161,106,84,160,67,65,102,27,33,153,138,52,112,64,38,142,65,63,73,239,111,233,293,150,196,215
"OTU161",2,4,3,1,3,1,0,1,1,0,5,2,80,14,9,99,62,69,51,43,52,83,123,18,0,5,8,3,5,5,14,3,1,1,2,1
"OTU160",103,167,95,20,4,11,18,16,14,13,64,22,6,5,2,5,3,0,0,4,1,10,3,1,6,6,6,5,4,8,7,4,7,8,4,9
"OTU167",6,4,11,3,7,3,2,4,4,13,10,4,162,124,34,118,32,11,26,59,66,65,18,41,3,43,44,3,13,12,19,31,5,11,1,8
"OTU166",1,1,0,1,2,1,2,1,1,2,2,1,82,123,42,61,148,63,59,120,106,93,107,74,26,90,38,40,40,31,82,84,67,60,35,23
"OTU165",23,20,34,19,7,18,38,50,32,32,42,39,66,85,80,56,82,27,14,81,117,68,31,44,9,45,15,13,24,85,30,67,59,54,65,76
"OTU164",2,6,1,2,3,3,5,7,5,4,11,5,86,163,271,77,127,127,166,210,178,145,107,119,2,4,1,2,1,1,2,3,0,13,1,6
"OTU1143",2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,1,0,0,0
"OTU1104",0,0,0,0,0,0,1,0,1,1,0,2,0,5,0,0,0,0,1,3,0,0,0,2,0,0,0,0,1,1,0,0,3,0,0,0
"OTU169",0,0,0,1,0,0,0,1,0,0,0,0,4,9,57,0,6,27,57,1,3,0,0,165,0,0,0,0,0,1,1,0,0,0,0,0
"OTU168",15,8,18,10,10,23,72,42,42,33,57,37,51,80,47,27,30,39,42,115,126,68,28,44,3,5,1,4,5,12,6,9,19,18,3,6
"OTU1028",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"OTU1029",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,2,0,1,0,0,1,0,1,0,1,0,0,1,0,2,1,0,2,1,0
"OTU1145",2,5,0,0,0,0,0,0,0,0,2,1,2,1,0,3,2,0,0,0,2,3,3,1,0,0,2,0,0,0,2,0,0,0,0,0
"OTU668",5,9,0,6,0,0,5,3,0,0,1,0,0,0,0,3,1,1,1,0,0,0,3,1,0,0,3,0,0,1,1,1,1,0,1,1
"OTU929",4,2,1,3,4,16,1,2,16,3,3,4,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,3,5,2,2,1,3,0,1,0
"OTU1079",1,0,0,1,1,3,1,0,0,2,0,3,0,0,3,0,2,0,2,1,4,3,1,1,0,0,1,0,0,0,2,1,3,0,0,1
"OTU717",0,0,0,0,0,0,3,2,1,0,0,0,1,1,0,2,1,0,0,2,0,1,0,5,0,1,0,0,1,1,0,0,0,0,0,0
"OTU849",18,3,4,1,0,3,0,0,1,1,0,4,18,3,1,33,19,10,3,0,9,13,10,0,29,51,53,28,19,0,15,37,42,7,20,8
"OTU840",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"OTU841",0,1,0,0,2,2,0,3,6,1,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,2,1,1,2,1
"OTU842",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"OTU843",0,0,0,1,0,4,4,0,0,0,0,1,3,2,0,3,3,0,0,1,1,2,1,3,2,2,5,0,3,3,4,1,2,4,1,1
"OTU29",10,3,38,92,145,52,16,9,35,117,10,39,509,205,135,388,373,217,114,155,103,33,48,306,462,1425,563,382,513,118,224,350,361,556,205,92
"OTU28",311,108,164,325,226,146,32,135,101,86,66,67,599,150,654,414,580,975,547,209,208,242,416,266,94,87,83,243,64,31,51,22,22,28,184,54
"OTU846",3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,6,0,0,0,0,1
"OTU847",3,0,2,2,0,1,0,0,0,0,0,1,1,1,1,5,5,0,1,0,0,0,1,0,0,3,0,1,1,2,0,0,1,0,0,0
"OTU25",23,3,26,11,12,9,49,38,20,19,12,27,639,817,827,540,903,380,215,812,707,339,108,507,7,62,20,18,13,52,1,29,48,73,38,49
"OTU24",160,359,249,157,156,255,602,370,290,393,685,408,577,1399,572,374,748,340,381,1277,1292,846,896,559,156,342,96,170,338,520,196,152,341,202,125,202
"OTU27",132,141,203,248,228,418,717,1925,988,385,323,409,114,438,628,63,292,232,212,328,335,179,119,293,87,162,84,141,241,298,117,149,234,219,427,692
"OTU26",194,209,264,103,85,127,69,63,98,205,295,278,727,514,283,602,680,182,245,582,635,710,658,494,364,1424,1317,414,526,428,2198,1848,2347,1953,618,354
"OTU21",7,4,4,2,0,3,0,1,2,3,1,4,6,1,1,6,2,1,1,4,6,1,3,4,194,459,924,116,178,372,613,730,574,282,229,225
"OTU20",26,18,48,74,115,235,1519,635,386,162,47,79,27,86,47,12,75,49,70,86,62,84,14,80,19,22,3,37,22,12,12,16,48,40,43,25
"OTU23",77,80,77,109,68,76,12,30,82,69,99,77,10,10,9,10,6,15,7,7,7,14,13,7,426,351,841,530,384,149,762,652,643,436,456,379
"OTU22",772,122,492,170,117,109,208,140,159,390,470,772,180,111,72,172,232,91,42,165,228,297,225,106,4,25,7,2,0,0,3,13,3,10,1,2
"OTU814",0,0,0,0,1,0,1,0,0,0,0,0,5,2,0,10,2,1,0,3,2,2,3,3,0,9,7,4,0,10,2,6,3,2,1,1
"OTU710",0,0,2,2,4,4,3,4,1,5,2,4,3,5,5,0,4,3,0,4,3,3,0,2,2,0,0,1,6,7,1,1,1,8,2,5
"OTU789",0,7,1,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,1,0,0,4,4,0,0,1,3,0,0,0,1,0,0,0,0,0
"OTU968",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0
